#Top: zynq_wrapper   Floorplan: impl_1   Part: xc7z010clg400-1
#Generated by: UUBP   on: Sun Sep 17 23:02:59 2023
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: FINAL 2012-10-23
#Package Pin Delay Version: VERS. 2.0 2012-10-23

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
,T6,,RSVDVCC1,92.753,93.686,,,,,,,,,,,,,,,,,,,,
,A8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,H12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,L11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N9,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P10,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R9,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,G11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,H10,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,G8,,VCCPLL,,,,,,,,,,,,,,,,,,,,,,
,G9,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,F8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,H8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,K8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,M8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,G7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,J7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,L7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,N7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,P8,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,R7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,V5,,NC,,,,,,,,,,,,,,,,,,,,,,
,U7,,NC,,,,,,,,,,,,,,,,,,,,,,
,V7,,NC,,,,,,,,,,,,,,,,,,,,,,
,T9,,NC,,,,,,,,,,,,,,,,,,,,,,
,U10,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y7,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y6,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y9,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y8,,NC,,,,,,,,,,,,,,,,,,,,,,
,V8,,NC,,,,,,,,,,,,,,,,,,,,,,
,W8,,NC,,,,,,,,,,,,,,,,,,,,,,
,W10,,NC,,,,,,,,,,,,,,,,,,,,,,
,W9,,NC,,,,,,,,,,,,,,,,,,,,,,
,U9,,NC,,,,,,,,,,,,,,,,,,,,,,
,U8,,NC,,,,,,,,,,,,,,,,,,,,,,
,W11,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y11,,NC,,,,,,,,,,,,,,,,,,,,,,
,T5,,NC,,,,,,,,,,,,,,,,,,,,,,
,U5,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y12,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y13,,NC,,,,,,,,,,,,,,,,,,,,,,
,V11,,NC,,,,,,,,,,,,,,,,,,,,,,
,V10,,NC,,,,,,,,,,,,,,,,,,,,,,
,V6,,NC,,,,,,,,,,,,,,,,,,,,,,
,W6,,NC,,,,,,,,,,,,,,,,,,,,,,
